1000,2048,0.4
2000,2048,1.5
3000,2048,4.4
4000,2048,9
5000,2048,11.8,4096,0.3
6000,2048,15.3,4096,0.2
7000,2048,21.1,4096,0.3
8000,2048,22.8,4096,0.2
9000,2048,26.7,4096,1.2
10000,2048,30.6,4096,1.3
11000,2048,30.9,4096,2.1
12000,2048,33.7,4096,2.3
13000,2048,33.6,4096,2.7
14000,2048,34.7,4096,3.1
15000,2048,41,4096,3.2
16000,2048,38.4,4096,5.3
17000,2048,38.6,4096,4.2
18000,2048,43.1,4096,5.5
19000,2048,39.4,4096,4
20000,2048,43.9,4096,9
21000,2048,40,4096,9.9
22000,2048,42.7,4096,7,8192,0.1
23000,2048,39.8,4096,8.4,8192,0.1
24000,2048,43.3,4096,11.5,8192,0.2
25000,2048,45.1,4096,13.2,8192,0.3
26000,2048,41.5,4096,13.7,8192,0.2
27000,2048,44,4096,13.7,8192,0.2
28000,2048,40.4,4096,14.7,8192,0.3
29000,2048,43.5,4096,14.8,8192,0.2
30000,2048,43.6,4096,15.8,8192,0.3
31000,2048,42.2,4096,17.2,8192,0.4
32000,2048,42.9,4096,16.3,8192,0.2
33000,2048,43.9,4096,18,8192,0.7
34000,2048,43.9,4096,20.5,8192,0.5
35000,2048,44.8,4096,18.8,8192,0.4
36000,2048,42.8,4096,20.5,8192,0.6
37000,2048,42.2,4096,21.4,8192,0.8
38000,2048,40.9,4096,23.6,8192,0.9
39000,2048,12,4096,4.7,8192,0.8
40000,2048,18,4096,1.3
41000,2048,30.4,4096,5.2
42000,2048,38.2,4096,8.6
43000,2048,41.4,4096,10.1,8192,0.3
44000,2048,41.7,4096,13,8192,0.1
45000,2048,40.1,4096,15.3,8192,0.4
46000,2048,43.5,4096,18.2,8192,0.1
47000,2048,45.3,4096,17.6,8192,0.6
48000,2048,45.1,4096,18.7,8192,0.8
49000,2048,44.8,4096,20.5,8192,1
50000,2048,42.1,4096,24.4,8192,0.8
51000,2048,42.5,4096,23.6,8192,1.2
52000,2048,45.7,4096,23.1,8192,1.5
53000,2048,43.9,4096,25.7,8192,1.3
54000,2048,44.4,4096,23.5,8192,1.5
55000,2048,43.4,4096,26.2,8192,2
56000,2048,43.7,4096,28.7,8192,1.5
57000,2048,42,4096,28.1,8192,2.4
58000,2048,40.5,4096,30.1,8192,2.1
59000,2048,43.5,4096,30.4,8192,2.3
60000,2048,38.6,4096,31.1,8192,2.6
61000,2048,41.9,4096,32.4,8192,2.9
62000,2048,40.7,4096,31.1,8192,2.6
63000,2048,41.4,4096,30.6,8192,2.7
64000,2048,40.3,4096,32.6,8192,2.4
65000,2048,42.7,4096,31.7,8192,2.7
66000,2048,39.2,4096,33.6,8192,2.3
67000,2048,36.1,4096,22.7,8192,2
68000,2048,43.9,4096,27.7,8192,1.3
69000,2048,41.2,4096,32.2,8192,3.2
70000,2048,40.2,4096,32.6,8192,3.1
71000,2048,38,4096,35.8,8192,3.7
72000,2048,33.9,4096,35.3,8192,4.4
73000,2048,36.6,4096,35.9,8192,4.9
74000,2048,38.5,4096,35.5,8192,4.7
75000,2048,37.2,4096,34.4,8192,4.7
76000,2048,38.7,4096,32.6,8192,3.1
77000,2048,32.4,4096,29.2,8192,2.6
78000,2048,37.3,4096,37.6,8192,3.9
79000,2048,34.5,4096,38.1,8192,4.4
80000,2048,36.5,4096,37.6,8192,5.2
81000,2048,35.9,4096,36.9,8192,5.4
82000,2048,34.4,4096,39.3,8192,5
83000,2048,33.8,4096,41.6,8192,3.9
84000,2048,35.6,4096,38.1,8192,5.9
85000,2048,30.5,4096,43.2,8192,5,16384,0.1
86000,2048,37.1,4096,37.9,8192,6.5
87000,2048,34.1,4096,39.1,8192,7.4
88000,2048,31.8,4096,41,8192,6.3
89000,2048,33.7,4096,36.3,8192,4.7
90000,2048,35.9,4096,37.5,8192,6.2
91000,2048,33.3,4096,39.3,8192,7.8,16384,0.1
92000,2048,33.7,4096,41.3,8192,5.7
93000,2048,34.1,4096,42,8192,6.5
94000,2048,32.5,4096,40.6,8192,8.8
95000,2048,32.9,4096,41,8192,8
96000,2048,33.5,4096,40.7,8192,8.1
97000,2048,32.4,4096,41.2,8192,7.2,16384,0.1
98000,2048,31.4,4096,40.9,8192,7.1
99000,2048,32.3,4096,38.2,8192,10.1
100000,2048,22.3,4096,10,8192,1.6
